"student_id","final_score","grade","pass_fail","previous_score","math_prev_score","science_prev_score","language_prev_score","daily_study_hours","attendance_percentage","homework_completion_rate","sleep_hours","screen_time_hours","physical_activity_minutes","motivation_score","exam_anxiety_score","parent_education_level","study_environment"
"S0023",57.292057129579,"D",1,56.06795567,56.5485595541419,52.5259218348847,57.8169557922765,1.05291525162118,73.9647052,58.2308686548468,6.50299171863963,5.06346521687891,69.95504643,7.68227309112537,3.99199767494576,"Bachelor","Moderate"
"S0024",66.1672822793391,"C",1,60.149901381153,57.8385249376278,52.5813294180889,55.129628396943,3.04712182627792,77.7765705896759,75.07200602,6.58320963579124,1.66301995373406,97.9584570568332,7.74175568378358,1.35732319766226,"High School","Moderate"
"S0025",77.1001868786772,"C",1,65.083849131937,62.91136799,56.0681507506572,64.6065278964916,4.07777031768623,69.7760383392321,87.70976515,8.044237856,2.16698134729063,97.5730243236995,6.89019902807405,2.09711540855746,"High School","Noisy"
"S0026",84.88824083,"B",1,83.1846778766158,81.6388172592726,75.26399816,74.3034462092835,4.73918206997113,80.32258041,98.3730254030449,7.091133047849,3.26685302802079,53.8989766322917,6.40394709062772,1.83609402722303,"Bachelor","Quiet"
"S0027",65.1416529994015,"C",1,50.9820580187098,52.0927268768784,52.31769127,50.579059272226,4.63680854482595,61.7217184409001,99.0970190159213,7.11499508512015,3.58560444056665,81.46827204,9.91708187,1,"Master","Moderate"
"S0028",80.0938843487917,"B",1,68.2828941127486,65.8891510044313,70.82651923,64.1176138277448,4.278499478,76.0547148137618,81.9271377581036,7.23734751184189,4.81805239807079,110.487260398678,8.92674175670635,1,"High School","Noisy"
"S0029",84.4285939816414,"B",1,72.5828012874123,78.8615819152799,64.6768477772517,77.1597526652131,4.55276539864522,81.9160633702224,95.4870879783934,6.71392994492954,3.23666213333094,72.7677947511255,6.60988118732827,3.91605609292638,"Bachelor","Moderate"
"S0030",55.6521465975495,"D",1,42.5547726995999,38.0817361885024,47.0299642699805,39.80707133,1.79687874334831,52.5635264803947,68.759233560099,6.80222403388871,4.94932310517769,115.060575660829,8.363754863,1.88013607818304,"High School","Noisy"
"S0031",72.6599102540959,"C",1,73.4149668545791,72.4806086337723,70.9996615961619,72.8311372756029,2.13673718284692,78.7546760805008,69.9796505468914,6.71754847788085,4.09173153522729,49.3012406391745,5.61737015951476,3.18965646946611,"Master","Quiet"
"S0032",48.1358623173448,"F",0,49.378826802801,47.1801715114302,50.1127918627288,46.201037595779,2.15587409968423,63.3060545428048,78.0151101919217,7.43830695735631,1.56549869711911,36.6743195196628,4.60101595742398,5.0062578041502,"Master","Moderate"
"S0033",62.1027685567882,"D",1,43.5778376141904,50.812727035959,51.6389407554675,52.272094373457,2.5082157240068,62.3558907669286,77.1910576113223,7.07940664850855,1.78165719196419,110.230848583027,6.11458615331644,3.51395182559587,"Master","Quiet"
"S0034",96.6622846285822,"A",1,92.1887045489333,93.1714784314912,96.672901128261,90.5824907183438,2.57328268154075,88.3893222828381,82.283786355812,7.87725101866861,3.18516862724885,106.291307816599,6.41783680074036,1.80618095229774,"Bachelor","Quiet"
"S0035",88.690649451806,"B",1,93.1097618191008,98.2689845164439,91.7671085795716,102.272547036497,3.1782212986187,85.6138687156863,80.7024103844359,6.91691589032866,2.9844469654452,119.333088834046,4.09922274736403,4.91983052562261,"Bachelor","Noisy"
"S0036",87.8635188933391,"B",1,84.4618541464054,77.03405228,80.0058930193289,88.5326129569967,1.63951905346577,81.7129928061738,71.0825779971923,6.934415719,4.71772134818647,91.1454139301183,8.88875200981538,1,"Master","Moderate"
"S0037",73.2277460386634,"C",1,56.7537573045354,58.0890086338817,45.9946802978889,59.1640909412123,3.76498665514396,67.30750281,95.8251985240772,5.891390596568,3.90368569898676,114.301913400043,6.15516041433509,5.27846460548586,"High School","Moderate"
"S0038",50.2124432573077,"D",1,45.3719662703511,49.8201202484683,41.776199674139,47.2156320069387,1.67026615721803,67.537564144117,73.2611288185436,7.70779464334152,2.94066540501125,104.42541225757,7.48250899468088,2.708941721,"High School","Moderate"
"S0039",65.734263011973,"C",1,77.6328164581686,78.0442364045458,76.5771652640302,79.6018029492499,2.241233928,80.91020803,66.9516313170382,7.96996515280295,1.85380141725193,105.998369980808,4.44377912362574,6.21838963032176,"Master","Moderate"
"S0040",63.5266682195342,"D",1,64.2083871556781,69.5357890310048,59.2724895199221,54.57002425895,3.01338052242462,73.2071112665258,78.8654248365343,7.40846140166041,2.13418551162748,81.2227413408841,5.0499809725035,3.45138353034728,"Bachelor","Moderate"
"S0041",56.6925610535805,"D",1,46.7121029164628,44.125660665961,46.0558180810013,45.3176859457091,4.18576224609391,57.00129285277,90.1317989336901,6.723277239,3.8775050923453,64.412813812504,9.33816235196536,1.85605213104863,"High School","Noisy"
"S0042",80.2380327157904,"B",1,67.2347300561199,74.2814672570478,67.61898947,71.4605199120415,3.95787693295491,71.7244663119942,92.0250420049307,7.26484179545709,3.11719402449896,114.110226528895,7.6521251672968,3.64897689572729,"High School","Moderate"
"S0043",55.1052808977371,"D",1,41.891368661337,53.3858592794333,40.7670887522966,41.6468827439665,3.58213742564209,65.4390301323644,89.2531420314936,8.07200406714914,3.57463754430336,68.8905458054305,9.70170430102291,1,"High School","Quiet"
"S0044",94.94839897,"A",1,90.012622114333,88.1984293121347,86.7626092102157,82.9866728803151,1.62309304232068,85.1947939227861,62.0364670530781,6.56236549759491,1.85338717651117,78.4937430524702,9.9925002063479,1,"Bachelor","Quiet"
"S0045",55.9351496525857,"D",1,54.2328989880009,52.0053863809971,55.0761723478346,53.9708767351136,3.18818138246231,70.4141068419462,82.2210063942078,7.09665431527022,4.31453126172283,70.15028764,6.23116069199857,4.26460488101694,"Master","Moderate"
"S0046",77.2955685425135,"C",1,76.43872564,83.70564803,78.648428887316,84.9592532207465,1.34978600719954,87.0519218213727,53.3982234112147,5.9653832376391,5.26269370427983,80.8336482564177,5.79281838449965,4.85157006903853,"Bachelor","Noisy"
"S0047",57.8008662931096,"D",1,57.14410918,65.0419699135712,51.6921137977034,63.37856776,2.5094527071866,73.7650849385029,82.3042521008755,7.30313154166978,2.2896975339345,72.3454571093095,9.15013633095458,1,"High School","Noisy"
"S0048",75.86275906197,"C",1,68.6037411647796,65.9894410290132,75.6584030635109,68.2937211179494,2.65406612115984,74.7676622708885,73.97879001,6.83878860171293,3.45757112915913,34.3170802721528,9.99166856222472,1,"Master","Moderate"
"S0049",61.5084475648464,"D",1,70.0690653638804,67.96813128,69.5761247024591,74.8263117491708,1.15924575778302,72.4795868309616,61.8717772770526,6.02254987756977,5.87763664510451,109.384336740693,7.77784740539474,1.62477153356011,"Bachelor","Quiet"
"S0050",64.8807488566235,"D",1,50.166995053904,48.7580720096015,50.2612431686282,48.3344599520637,2.09595239787989,52.3157495466725,69.4112754088586,7.19490482464754,2.66620870275364,69.9954437024193,8.77084433506913,1.33957371187699,"Master","Moderate"
"S0051",100,"A",1,93.3271545270507,86.6049019718793,96.8682266433335,84.8077965929171,4.82259786906596,85.8216526511611,103.956116565727,6.24034490997546,3.97523172461881,83.0049283656614,8.69047515289165,2.50670337857027,"High School","Moderate"
"S0052",75.1054280961356,"C",1,82.63230528,78.0390455524403,83.7983859411788,78.0099753442135,4.81453043131876,79.68609016,83.9577721062007,8.07929666776362,1.45097850100122,42.5269022482188,6.13203824931728,3.09691959354151,"Bachelor","Moderate"
"S0053",92.5885738925383,"A",1,91.67244179,86.6517379522701,96.4381249555966,99.48688563,2.40930821701016,87.7880518649921,74.010030458472,5.89390574068153,4.03007501239722,30.3049063184375,7.44562228154252,3.55519821622589,"Master","Noisy"
"S0054",91.6715655125591,"A",1,89.2155042735207,85.376516448,90.6511251,87.8455388643742,1.1724004357933,83.838226,61.1949105704445,7.83543459645724,1.44815886652309,52.0761084279279,8.99834164758528,1,"Bachelor","Noisy"
"S0055",74.1992282910903,"C",1,72.8844988346097,72.7110743976758,69.8223119614075,71.6675789377346,1.71637975731273,74.8403241201209,64.8956156351688,6.09787892074698,5.79617717661911,93.4127428920015,8.12868325756633,1.02368952993678,"High School","Quiet"
"S0056",82.3950179,"B",1,90.7030829262714,91.874156588954,92.5106005523019,89.203891944897,2.56887117373416,76.4545468105996,84.3198444655198,6.04104357498781,4.57831326036156,38.9275077101591,4.126982884,6.69161173445098,"Master","Quiet"
"S0057",60.0873383498686,"D",1,44.8670876128556,52.619590076926,39.1484565762523,54.3877705607206,4.79111879187692,57.7337046606775,93.4745406244903,6.61895200309579,4.94079894067853,111.799869634782,6.0202340133852,4.90170236462242,"High School","Moderate"
"S0058",52.4419914874685,"D",1,50.779057433053,45.787287229359,51.32185596,58.9088520098633,1.56479625414874,67.7727839205293,69.50694343,5.86536791548931,4.52052180385818,49.3520312420566,4.86685417956763,5.98455575719502,"Master","Quiet"
"S0059",51.61385375685,"D",1,42.4875008900796,47.4091128824625,42.3213509368573,53.5814020573203,4.05406337467285,69.8232886007033,92.3218976902589,6.83526335674512,3.94864518038233,48.4134252862598,5.39783327246823,3.28636931931362,"High School","Moderate"
"S0060",70.3935702600325,"C",1,57.8931681919795,56.82322397,56.8525839056168,57.0979421399793,1.43473015749877,68.4589571772617,70.6548978376653,6.31369237446596,3.24956390542753,46.3357165459346,9.43293686494795,1,"High School","Quiet"
"S0061",65.5500273855897,"C",1,61.3772509329215,61.1299323846593,60.7345633757269,62.855373376657,4.92503030956511,72.3276808343314,95.9143576717636,6.64307597251732,5.29186689880531,31.2583541674228,4.22135973346461,6.60162885853871,"Bachelor","Moderate"
"S0062",54.7730690981105,"D",1,54.9241967475643,58.2982942083973,45.5149515200761,47.3409840004603,2.526465996,72.2244891585462,71.59981547,5.80256783187022,5.78417833771532,99.4624921630411,5.31880427177154,4.72273756879235,"High School","Noisy"
"S0063",89.8941472196708,"B",1,85.580563,79.9669528955446,82.83693846,92.9652351339475,4.10093815559622,78.73581182,96.4897310933492,6.72594873212922,3.49518086452041,108.753107812073,5.85741611342939,3.06889104037315,"Bachelor","Moderate"
"S0064",57.3069080240302,"D",1,59.6214329681474,61.5334816990677,60.085657473853,53.7825352118077,2.37036433124453,71.6447867005009,75.8302498540958,6.44967212023869,5.657675246,85.27464324,7.70130443179837,2.75701350732707,"High School","Noisy"
"S0065",57.3207641523202,"D",1,55.4513980328059,56.2836590738712,56.2506799927929,56.5352758516191,3.51067550863523,64.0232484847422,77.3820683529686,6.43872957909611,3.91666454994259,46.93799835,7.20461014051519,2.08058260049334,"High School","Noisy"
"S0066",61.3536223598822,"D",1,69.8482845737037,72.3105408937444,64.7099088690739,64.3617719355395,1.76806433896015,79.2482644793069,64.9841183172851,6.8634417198212,3.69192093448217,55.6750197246792,5.30961689712032,6.48490795127189,"High School","Quiet"
"S0067",54.35091287463,"D",1,47.7508323736119,49.196675593151,54.0793715779354,44.8064982399185,1.58408407718785,64.6324314265646,67.7727540411188,6.26136064994454,3.27241366477678,72.83340276,4.98544640333893,6.55939505907933,"Master","Quiet"
"S0068",82.5764764612801,"B",1,84.1208339414722,96.3973346410267,79.7899597003997,79.9345217862237,4.75225655827253,83.5526760406433,101.711386690458,7.7015061595029,2.0464388076506,115.891135646097,5.42078820757671,5.18330921877885,"Bachelor","Noisy"
"S0069",60.2202992849249,"D",1,44.1002854023874,40.9115854811308,48.9475714050211,41.0609090990083,4.67058911161773,58.1371497141007,93.3097378502126,8.5768774115483,1.0185983040903,52.2616234635968,7.01517776020993,4.345828945,"Master","Moderate"
"S0070",89.1255386267776,"B",1,94.2787815130284,91.6237967380194,96.4147533223869,91.5831679972836,4.54987576085153,90.6745525545681,80.92747766,8.73384509367089,2.20753113428031,95.8481313527899,5.62706671426722,4.43772463585616,"Bachelor","Moderate"
"S0071",86.331612722628,"B",1,82.4734623113162,79.3577596791923,79.2423257620971,79.7321183366908,3.50173380066637,91.6602957618132,87.63345394,6.98099931592787,3.54861585801783,69.5503400963628,9.68561500964633,1.07982248472868,"High School","Quiet"
"S0072",64.3178135528771,"D",1,50.9293624843795,48.1519768885782,59.805916947427,55.096032043281,4.23307284486511,60.4251227650487,86.2291249989313,7.52416214200897,2.89979976129876,56.806261352402,6.78319132857309,4.69452896672899,"Master","Moderate"
"S0073",39.4366368300002,"F",0,40.3037164417981,37.1167808052655,34.3355322830157,34.7794024764855,1.2761477476455,58.4530631826614,52.6747834858429,6.1369593215423,3.24242614001317,71.0324343319902,4.35277609926782,5.892722583,"Bachelor","Moderate"
"S0074",80.9768178013451,"B",1,84.8503785650159,90.7954612205536,89.44614943,85.9530857000852,2.33915616756272,83.58322665,59.2299320507065,6.980394834,5.90324109782025,36.4086045787109,8.375598435,1.36921439346592,"High School","Moderate"
"S0075",87.8910141467438,"B",1,78.8771539116189,85.97967515,83.8800655018338,84.9669496731467,2.25481249902862,83.3706080157885,76.618029291275,7.56270569635806,2.75136185334664,101.881863383733,5.97307172925394,2.32230631256895,"Bachelor","Noisy"
"S0076",86.3870813404878,"B",1,80.09539424,77.2416627735069,76.7422931968711,77.5294124196873,3.54258128781045,77.2499656946798,86.0689001301294,6.77975886848422,3.26091469680054,51.897173518467,7.92093359234948,1.99593288192902,"Bachelor","Noisy"
"S0077",74.7265874080249,"C",1,82.41986907,78.2580912022059,89.3821955680486,78.830274613989,2.42383109388256,67.0447830831498,73.1100290352644,8.11831707311527,1.6675777567641,95.2870910873673,5.67756622313939,5.14585696142292,"High School","Moderate"
"S0078",53.5693316378978,"D",1,44.072455845375,46.429533627307,42.8222232723802,42.9198327194737,1.59402712657472,68.8321753935076,72.885393080561,7.50082536302185,1.23978866218494,36.1513534303375,7.42446245039992,3.52117097716771,"Master","Quiet"
"S0079",81.3129155460152,"B",1,59.71561507,56.9544998485301,61.1590832163343,65.6142411117386,3.38586830165417,73.66033813,87.0453064316571,6.307873137,4.87704757296247,115.958870054912,8.63291502884479,1.87145003687362,"High School","Moderate"
"S0080",70.8945962598331,"C",1,46.3727982738821,49.5374573626597,47.6744074677382,47.3433364286489,4.25753568267633,54.4716614845077,100.656857040373,7.08164270010578,3.85341587535989,47.3713486865129,9.56805245064732,1,"Master","Quiet"
"S0081",78.6628511014648,"C",1,87.4706884231576,88.4853035274141,86.79914472,84.8146169501196,2.52849397783989,80.697500252681,68.3212624175639,6.027265541019,4.80352403021948,109.446786858637,5.56676286659846,2.45641556445395,"Bachelor","Noisy"
"S0082",70.6420584401131,"C",1,74.2813969755157,66.7026764005295,78.33543834,76.70078023,1.52907486039393,84.9816106353945,65.1179954841694,7.98601818387015,1.74931399443276,102.852588865389,6.00914170599389,3.49564319600138,"Bachelor","Moderate"
"S0083",62.2423482229633,"D",1,58.19939137,65.936917373546,62.1668349696568,52.6879306177136,1.78675278925129,76.3386777757372,59.7839610177729,6.31426193726254,3.85914385591345,117.107393167327,6.78559852171564,2.91005660723041,"Bachelor","Moderate"
"S0084",60.66479366,"D",1,43.49570927,52.4750976312089,34.7530493995404,46.902506817946,1.94993322067754,66.4410547462604,68.352420547498,6.79450889357634,2.26821237170688,73.0101594851175,9.56304902641593,1,"Master","Quiet"
"S0085",68.529951921659,"C",1,57.1040276943614,54.0400842419395,63.6257289087522,59.1470642328703,2.19959037197814,67.67145168,70.7528244509481,6.9030623804458,2.1403090845001,95.4657564461356,9.40832114086394,1.21023521611398,"High School","Quiet"
"S0086",67.5422246887245,"C",1,57.8850827114711,55.9465749117912,49.5726227712927,56.3460403557767,3.57118028202524,69.35747845,88.8448710065677,8.06246099767858,1.05763007026493,63.3639591334006,4.53926968060383,7.44640673041101,"Master","Moderate"
"S0087",77.608074713722,"C",1,80.1283398085935,81.557666762218,85.29107083,75.9354108163574,3.40378193815088,79.4095408786661,84.2656387872183,7.19610123388654,1.65170361784536,46.5931414217724,4.79157895452287,5.33195024731823,"Bachelor","Moderate"
"S0088",74.1833361408165,"C",1,75.0656609245367,76.7379448744719,80.6991866086747,70.6322563131194,3.78431944626816,83.1740293786125,90.9602301540811,6.56209994056687,2.54634055749848,69.8768339640104,6.97305506398383,2.81021314685971,"Bachelor","Quiet"
"S0089",82.5526697166145,"B",1,88.796700841698,92.0894222050621,83.341868690622,91.4707875234275,2.45000793812605,80.0191383883734,78.01728005,7.22184185914569,1.5843938029547,44.9174113849609,4.63971563683254,5.10106255016337,"High School","Noisy"
"S0090",72.2946902851595,"C",1,65.9718208839072,76.022843577739,63.9177494441343,72.1167233963525,4.29599060751991,68.9569121675326,103.734549462115,6.20519115404335,5.92929220205469,118.384016050775,6.07348524009219,4.05089952681553,"Master","Quiet"
"S0091",39.8353307554593,"F",0,46.5776835266066,45.6929473891363,41.0491601841769,43.3911447914626,1.81635064462304,68.3402146974834,66.5870231697998,6.64656478538188,2.54316324261975,38.6621842026645,4.89031226930487,4.28139397034673,"Bachelor","Moderate"
"S0092",78.4644494501452,"C",1,79.2284632972647,75.2369770745725,78.153858145821,81.5203968150221,2.87616299007262,79.3924243710746,74.0565163973942,6.92867352542934,1.65161973351164,83.0290551107358,7.81624213079131,2.30395642795474,"Master","Noisy"
"S0093",90.2459428012062,"A",1,81.8431776739294,74.9465815338567,80.3030062530007,71.408042580919,4.20375488616572,87.8139256142337,93.2679669382393,8.45702469780785,1.99541156413979,86.381746972865,9.69697259,1,"Master","Noisy"
"S0094",79.8198967559503,"C",1,70.8702458663223,67.21559567,74.76854853,67.9471572130363,1.72063459093048,72.0775618982584,63.1949457736071,6.38816245558084,3.93851614170738,78.4271588586649,9.98040262176629,1,"High School","Noisy"
"S0095",70.4736163973835,"C",1,82.4031948975009,82.2375600331319,88.95473863,82.2479002331463,1.43945245496313,80.92770565,71.80432839,7.44241352981631,1.32021761932394,89.596729714065,6.25144679498149,4.20609513902329,"High School","Noisy"
"S0096",80.83042775,"B",1,67.1587578000415,76.1315471176304,74.1371768539913,62.6103407151323,4.53473587075196,68.967313975801,93.9312685127934,6.22273030438862,5.31217065070578,40.4562697510702,7.59407582268767,2.83967178666086,"Bachelor","Moderate"
"S0097",83.6866437441482,"B",1,68.7503056160097,66.1622491208288,65.9394654831182,64.0677737420617,2.37171865103678,74.4119662151227,70.8893046709979,6.04707207725906,5.80749839618574,79.95166718,9.13760592114449,1,"High School","Noisy"
"S0098",63.363266004335,"D",1,63.5147560097202,64.6336957679147,62.4686466409976,60.17585823,3.73548049963613,64.3646433198661,84.99822639,7.640552239,2.2337371033369,55.8491314014625,4.7047724367783,5.9320977216171,"Master","Quiet"
"S0099",46.4802128570487,"F",0,41.3980519709252,41.3159374905615,32.9808610098205,42.85901561,1.10139441705575,58.2608588806878,64.6060312879157,7.49892857234974,3.2504763429543,114.615845697095,8.137386466,1.19159868802576,"High School","Quiet"
"S0100",63.1269688093755,"D",1,45.9340284846317,51.8759948518722,41.90467815,44.9973833925999,3.7601875536378,55.7857449176753,86.8131406202206,7.51382110768996,1.11067225514749,98.5864488095753,6.45306197,2.45109886664563,"Master","Quiet"
"S0101",51.317608391075,"D",1,41.7286052127704,54.3632673421385,46.5528633782577,30.5374490461455,2.26440524618788,64.3339187723415,69.4357183612269,6.12069551961299,4.20355112363611,117.526303394377,5.23687696168098,3.65867121046402,"Bachelor","Moderate"
"S0102",76.8322563444193,"C",1,75.0025726195079,72.3482287549063,83.0804867372491,64.39907186,1.22296341434977,81.0842330085522,70.5563937316153,7.71633102684557,3.06963029026294,33.3800462766171,6.41652171248465,4.01701989798788,"Master","Noisy"
"S0103",56.3364320930145,"D",1,57.289578959198,54.8423817466069,51.1178345997984,54.2552530699121,3.43925104619247,59.9934758271773,80.1116612586159,7.24724175524933,2.35029233050778,55.6619857662638,4.4557617217895,5.32166335098565,"High School","Quiet"
"S0104",77.7902017033927,"C",1,67.9713880140586,73.192192399404,65.0090667182942,70.25982094,1.96321526429269,80.6551227345322,69.80998301,8.25490524150367,2.03418555308304,47.5880327974514,8.17244289153583,1,"High School","Quiet"
"S0105",87.11059859003,"B",1,89.9161560659351,93.3256135140667,89.7841272811405,76.178631852309,2.547228968,97.4451536650668,78.7338204401264,5.59617243472928,4.2701153882938,31.0039128580647,5.51645601249072,4.96158180270156,"Bachelor","Quiet"
"S0106",53.7906961544847,"D",1,53.7110726031881,62.9446092318683,55.1118783972862,51.21242172243,1.32232324914605,67.0855682352758,55.0665569393752,7.17337606409319,3.08108515516157,51.8093157221689,5.86843387026927,2.6919579989319,"High School","Noisy"
"S0107",57.1462553319467,"D",1,62.5710607669596,65.4907016935895,58.52304317,59.9398214843725,1.58865300437978,68.07995908,68.2878325508274,8.38981423339324,1.898296445,91.08983852,4.72648778944878,5.41333356906943,"Bachelor","Quiet"
"S0108",85.27993955,"B",1,81.5553126198677,79.7588521659324,83.6756178421881,88.4970015109099,2.19190894198338,94.8993092649491,66.6435510424315,6.48970431005069,4.445545407,50.7980029921112,9.18795468333935,1.05054424233371,"Bachelor","Noisy"
"S0109",46.7398059803687,"F",0,52.5838991020392,55.5371732555008,50.2147023666847,50.6587900434749,1.35903800224063,59.6971070595071,67.70429393,6.73964486377764,3.82536141518347,75.8103100934356,6.96066567569643,3.92491140599861,"High School","Noisy"
"S0110",57.17335083,"D",1,44.2338950405836,49.7774129434981,44.1616336861922,46.1488399642883,4.64330505874526,62.21747985,91.6197955278577,6.55974776340092,5.29336027464748,109.90363034685,7.4328812667184,4.34880351974845,"Master","Noisy"
"S0111",68.8064168482553,"C",1,55.9363299102572,60.0387408162441,58.6677511502757,56.6426156106946,1.02418817273591,68.8662763182882,63.7057268866034,7.24438824224278,1.58737949438246,92.4382128314168,7.41659609856913,1.21872757553033,"Bachelor","Moderate"
"S0112",61.3591099908767,"D",1,48.8671707989702,51.4035409545067,48.8992821480249,38.2143383999342,2.93544087545725,71.1593235,84.883574086046,6.36546413105695,4.92833301,65.5166162915429,6.46295868724805,3.484567457,"Master","Moderate"
"S0113",78.2580333273807,"C",1,91.1333708788415,96.4667443267873,88.9514414262087,94.97440696,1.49298983253021,87.36538032,69.2370809534661,6.52081727267841,4.3675839340863,63.5222045020897,5.15517949262884,4.56848521232695,"High School","Noisy"
"S0114",86.88817021,"B",1,84.4466208760429,90.2930988282713,83.8985718564138,85.5236034033244,2.23071635791179,79.7301409590792,73.5637468203085,7.21377322754467,1.57505468414049,71.0162232607636,8.4707964909904,1.96295319497056,"Master","Noisy"
